id,priority,snapshot_status,effective_status,issue_type,title,assignee,source_areas,parent,authority_class,authority_claim,acceptance_semantics,hard_prerequisites,soft_relations,supersedes,explicit_paths,source_presence,stale_description_signal,write_hotspot_cluster,audit_disposition,updated_at,effective_updated_at,labels
polylogue-37t.20,3,open,open,feature,Cross-project recall(task_hint) MCP tool: most-similar prior sessions + their lessons across all repos,,context;mcp,polylogue-37t,surface/adaptation-slice,,live-evidence;bounded-resource;schema/contract;regression-fixture,polylogue-37t.15,,,,no-explicit-paths,,context,retain-distinct; no duplicate/contradiction found in this pass,2026-07-15T20:07:24Z,2026-07-15T20:07:24Z,area:context;area:mcp;delivery:D-agent-context-coordination;horizon:mid;lane:agent-coordination;tech-tree
polylogue-37t.21,3,open,open,feature,Prompt/meta-workflow distillery: induce parametrized meta-prompts from high-value past sessions,,context;substrate,polylogue-37t,domain-implementation-slice,,receipt/provenance;regression-fixture,polylogue-37t.15,,,,no-explicit-paths,,context,retain-distinct; no duplicate/contradiction found in this pass,2026-07-15T20:07:24Z,2026-07-15T20:07:24Z,area:context;area:substrate;delivery:D-agent-context-coordination;horizon:mid;lane:context-memory;tech-tree
polylogue-37t.4,3,open,open,task,SessionStart preamble opt-in rollout (polylogue + sinnix repos),,context,polylogue-37t,domain-implementation-slice,,bounded-resource;security/authorization,polylogue-37t.12,polylogue-3gd.3,,.agent/handoffs/polylogue-gpt-pro-2026-07-07/prework-v2/task_packets/173_polylogue_37t_4.md,origin-only=1,,context,retain-distinct; no duplicate/contradiction found in this pass,2026-07-15T20:19:54Z,2026-07-15T20:19:54Z,area:context;delivery:D-agent-context-coordination;lane:agent-coordination;spine;wave:2
polylogue-37t.6,3,open,open,feature,Session-aware devshell entry: surface what the last agent session left behind,,context;devloop,polylogue-37t,surface/adaptation-slice,,bounded-resource;security/authorization,,,,.agent/handoffs/polylogue-gpt-pro-2026-07-07/prework-v2/task_packets/168_polylogue_37t_6.md,origin-only=1,,context,retain-distinct; no duplicate/contradiction found in this pass,2026-07-15T20:07:37Z,2026-07-15T20:07:37Z,area:context;area:devloop;delivery:D-agent-context-coordination;horizon:frontier;lane:agent-coordination
polylogue-37t.9,3,open,open,feature,Agent self-experimentation rail: PROMPT_EVAL writer + context-spec variation + background candidate passes,,context,polylogue-37t,domain-implementation-slice,,receipt/provenance;bounded-resource;regression-fixture,,,,,no-explicit-paths,,context,retain-distinct; no duplicate/contradiction found in this pass,2026-07-15T20:07:24Z,2026-07-15T20:07:24Z,area:context;delivery:D-agent-context-coordination;delivery:ac-patched;horizon:frontier;lane:context-memory
polylogue-395j,3,open,open,task,Web/CLI transcript renderer gives zero-content ChatGPT thinking blocks full message-card weight,,legibility;surface;web,polylogue-ap7,surface/adaptation-slice,Make empty-content treatment a semantic renderer rule shared by CLI and web through the ap7 renderer registry.,receipt/provenance;schema/contract;operator-gate;regression-fixture,,,,polylogue/sources/parsers/chatgpt.py,both=1,records-landed-work,legibility,retain-distinct; no duplicate/contradiction found in this pass,2026-07-15T20:07:32Z,2026-07-15T20:07:32Z,area:legibility;area:surface;area:web;horizon:frontier
polylogue-3gd.1,3,open,open,feature,polylogue doctor + adoption telemetry: why-zero-usage diagnosis with a relevance control,,context;daemon;devloop;legibility,polylogue-3gd,domain-implementation-slice,,receipt/provenance;determinism/idempotency;security/authorization;regression-fixture,polylogue-d1y,,,,no-explicit-paths,,context,retain-distinct; no duplicate/contradiction found in this pass,2026-07-15T17:09:48Z,2026-07-15T17:09:48Z,area:context;area:daemon;area:devloop;area:legibility;delivery:D-agent-context-coordination;horizon:mid;lane:agent-coordination;size:L;spine;tech-tree
polylogue-3tl.18,3,open,open,task,"Adjudicate legibility-v2 mission control plane (swarmctl, 23-mission graph) vs s7ae substrate",,legibility,polylogue-3tl,canonical-authority-owner,This bead remains the sole classification authority.,parity/completeness;schema/contract;operator-gate,,polylogue-s7ae,,scripts/swarmctl.py;.agent/handoffs/polylogue-legibility-kit-v2-2026-07-10/{scripts,missing/planned=1;symbolic=1,records-landed-work+records-residual-work,legibility,retain-distinct; no duplicate/contradiction found in this pass,2026-07-16T12:56:52Z,2026-07-16T12:56:52Z,area:legibility;delivery:L-external-legibility;horizon:mid;lane:docs-demos-launch
polylogue-3tl.19,3,open,open,feature,Reader-comprehension test harness for README/positioning claims,,legibility,polylogue-3tl,domain-implementation-slice,,live-evidence;receipt/provenance;regression-fixture,,,,.agent/handoffs/polylogue-readme-positioning-2026-07-14/;docs/demos.md;.agent/handoffs/polylogue-readme-positioning-2026-07-14/reader-test-runner.html;docs/examples/reader-comprehension-test/reader-test-runner.html;docs/examples/reader-comprehension-test/README.md;docs/examples/,both=3;origin-only=1;symbolic=2,records-landed-work+records-residual-work,legibility,retain-distinct; no duplicate/contradiction found in this pass,2026-07-14T14:42:05Z,2026-07-14T14:42:05Z,area:legibility;delivery:L-external-legibility;horizon:mid;lane:docs-demos-launch
polylogue-3tl.4.1,3,open,open,task,Publish sanitized live-derived findings with transformation manifests,,legibility;privacy,polylogue-3tl.4,domain-implementation-slice,,live-evidence;receipt/provenance;security/authorization;operator-gate;regression-fixture,,,,,no-explicit-paths,records-landed-work,legibility,retain-distinct; no duplicate/contradiction found in this pass,2026-07-15T20:07:25Z,2026-07-15T20:07:25Z,area:legibility;area:privacy;delivery:L-external-legibility;horizon:frontier;lane:docs-demos-launch;spine;wave:2
polylogue-3utv,3,open,open,feature,"Typed route registry: declare-once RouteSpec table generates Starlette router, OpenAPI, and the TS client",,daemon;web,polylogue-o21,surface/adaptation-slice,"RouteSpec registry, one entry per route: RouteSpec(name, method, path template with typed params, request model | None, response model, auth tier CHECK(open|read|write|admin), streaming: none|sse, preset_ref /* the (Q,P,R) preset this route serves, 4p1 — read routes MUST name one */, operation_ref…",receipt/provenance;parity/completeness;schema/contract,,polylogue-4p1;polylogue-bby.11;polylogue-dx1,,tests/unit/daemon,both=1,,daemon,retain-distinct; no duplicate/contradiction found in this pass,2026-07-15T20:07:36Z,2026-07-15T20:07:36Z,area:daemon;area:web;horizon:frontier
polylogue-57bg,3,open,open,task,Extend cfk uplift re-run to n=12-20 using the production pack-generation pipeline,,analytics;experiments,polylogue-rxdo,domain-implementation-slice,,unspecified/qualitative,polylogue-e5b5;polylogue-x35k,polylogue-cfk,,.agent/demos/uplift-two-arm/,symbolic=1,records-landed-work,analytics,retain-distinct; no duplicate/contradiction found in this pass,2026-07-09T04:50:45Z,2026-07-09T04:50:45Z,area:analytics;area:experiments
polylogue-5en,3,open,open,task,Branch-local daemon/web/extension dev loops: verify remaining AC and close out,,devloop,polylogue-88jp,domain-implementation-slice,,bounded-resource;restart/crash,,,,,no-explicit-paths,records-residual-work,devloop,retain-distinct; no duplicate/contradiction found in this pass,2026-07-07T13:00:02Z,2026-07-07T13:00:02Z,area:devloop;delivery:G-live-performance;horizon:frontier;lane:capture-reliability
polylogue-5vbs,3,open,open,bug,FTS convergence-debt session-scoped retry has no live feeder for the fts stage,,daemon;search,polylogue-a7xr,regression/repair-slice,,unspecified/qualitative,,,,,no-explicit-paths,records-residual-work,daemon,retain-distinct; no duplicate/contradiction found in this pass,2026-07-16T11:18:05Z,2026-07-16T11:18:05Z,area:daemon;area:search;discovered-from:dogfood-2
polylogue-60v8,3,open,open,task,Archive .agent/scratch/ directories once their open-bead references clear,,unlabeled,,domain-implementation-slice,,unspecified/qualitative,,,,.agent/scratch/;.beads/issues.jsonl;.agent/archive/scratch-2026-07/;.agent/archive/scratch-2026-07/README.md;.agent/handoffs/polylogue-session-snapshot-2026-07-08/,origin-only=2;symbolic=3,records-landed-work,unlabeled,retain-distinct; no duplicate/contradiction found in this pass,2026-07-16T11:01:56Z,2026-07-16T11:01:56Z,
polylogue-64g7,3,open,open,feature,Track LLM/provider quotas and API usage,,cost;usage,polylogue-f2qv,domain-implementation-slice,,receipt/provenance;security/authorization;schema/contract;operator-gate;regression-fixture,,,,,no-explicit-paths,records-residual-work,cost,retain-distinct; no duplicate/contradiction found in this pass,2026-07-15T20:07:24Z,2026-07-15T20:07:24Z,area:cost;area:usage;horizon:mid
polylogue-67ac,3,open,open,feature,Measured-result receipts experiment: X% of completion claims lack structural evidence,,demos,polylogue-1vpm,domain-implementation-slice,,live-evidence;receipt/provenance;determinism/idempotency;security/authorization;schema/contract,,,,,no-explicit-paths,records-landed-work+records-residual-work,demos,retain-distinct; no duplicate/contradiction found in this pass,2026-07-15T20:07:24Z,2026-07-15T20:07:24Z,area:demos;delivery:L-external-legibility;horizon:mid;lane:docs-demos-launch
polylogue-7nu9,3,open,open,task,A2A source importer: task streams + Agent Cards -> canonical evidence,,ingest;interop,polylogue-pb0j,domain-implementation-slice,,live-evidence;receipt/provenance;parity/completeness;determinism/idempotency;security/authorization;schema/contract;regression-fixture,,,,,no-explicit-paths,records-landed-work,ingest,retain-distinct; no duplicate/contradiction found in this pass,2026-07-15T19:56:04Z,2026-07-15T19:56:04Z,area:ingest;area:interop;horizon:mid
polylogue-7ome,3,open,open,task,Judgment experience presets over one canonical queue,,surface,polylogue-37t.12,canonical-authority-owner,Implement all human judgment affordances as typed projection/render/input presets over 37t.12 canonical queue and transaction plus the rxdo.9.11-.15 judgment mechanisms.,live-evidence;receipt/provenance;bounded-resource;cancellation/cleanup;parity/completeness;schema/contract;regression-fixture,,polylogue-p5g;polylogue-rxdo.9.16,,polylogue/insights/judgment/,symbolic=1,records-landed-work+records-residual-work,surface,retain-distinct; no duplicate/contradiction found in this pass,2026-07-15T20:07:24Z,2026-07-15T20:07:24Z,area:surface;delivery:C-read-evidence-contract;horizon:mid;lane:read-contracts;tech-tree
polylogue-7yk5,3,open,open,feature,"Goal/question graph: declared open/close events, cross-session linking, the future cone",,substrate,polylogue-1vpm,domain-implementation-slice,,receipt/provenance;schema/contract;operator-gate;regression-fixture,polylogue-37t.2;polylogue-fnm.8;polylogue-mhx.2,,,,no-explicit-paths,records-residual-work,substrate,retain-distinct; no duplicate/contradiction found in this pass,2026-07-15T20:07:24Z,2026-07-15T20:07:24Z,area:substrate;delivery:C-read-evidence-contract;horizon:mid;lane:read-contracts;tech-tree
polylogue-83u,3,open,open,epic,"Attachment & blob evidence integrity: bytes exist, are honest, and stay affordable",,attachments;storage,,program/invariant-container,Define one AttachmentAcquisition contract over an origin-declared handle and a content-addressed blob outcome.,live-evidence;receipt/provenance;bounded-resource;determinism/idempotency;security/authorization;schema/contract;operator-gate,,polylogue-38x,,.agent/handoffs/polylogue-gpt-pro-2026-07-07/prework-v2/task_packets/137_polylogue_83u.md,origin-only=1,records-residual-work,attachments,retain program container; do not execute as a leaf,2026-07-15T19:38:12Z,2026-07-15T19:38:12Z,area:attachments;area:storage;delivery:B-storage-rebuild-bytes;horizon:mid;lane:blob-integrity
polylogue-83u.5,3,open,open,feature,Blob store zstd compression (36GB -> est 5-8GB),,attachments;perf;storage,polylogue-83u,domain-implementation-slice,,cancellation/cleanup;operator-gate;regression-fixture,polylogue-83u.2;polylogue-83u.3;polylogue-83u.4;polylogue-83u.6,,,,no-explicit-paths,,attachments,retain-distinct; no duplicate/contradiction found in this pass,2026-07-13T04:13:27Z,2026-07-13T04:13:27Z,area:attachments;area:perf;area:storage;delivery:B-storage-rebuild-bytes;delivery:ac-patched;lane:blob-integrity
polylogue-896y,3,open,open,task,Audit production time authority: naive datetimes and wall-clock reads outside a clock seam,,audit;substrate,,proof/verification-slice,,unspecified/qualitative,,,,tests/infra/frozen_clock.py;docs/plans/test-clock-allowlist.yaml,both=2,,audit,retain-distinct; no duplicate/contradiction found in this pass,2026-07-16T18:51:55Z,2026-07-16T18:51:55Z,area:audit;area:substrate;horizon:frontier
polylogue-8jg9,3,open,open,epic,"Operational resilience: recoverable, restorable, survives daemon death and deploy",,ops,,program/invariant-container,,live-evidence;restart/crash;security/authorization;operator-gate,,,,.agent/handoffs/polylogue-gpt-pro-2026-07-07/prework-v2/task_packets/138_polylogue_8jg9.md,origin-only=1,,ops,retain program container; do not execute as a leaf,2026-07-15T19:38:13Z,2026-07-15T19:38:13Z,area:ops;delivery:B-storage-rebuild-bytes;horizon:mid;lane:operational-resilience;spine
polylogue-90y,3,open,open,feature,"In-page overlay: Polylogue presence on chat sites — archive state, context, assertion capture",,context;ingest;web,polylogue-jlme,canonical-authority-owner,"F2/F3-vs-F4 RESOLVED (2026-07-09, follow-up Claude Design pass grounded in real ChatGPT/Claude.ai screenshots): they are NOT alternatives, they are a two-layer split with one boundary rule -- 'Per-message state blends in.",receipt/provenance;security/authorization;operator-gate,polylogue-1nb2,polylogue-bby.11,,.agent/handoffs/polylogue-gpt-pro-2026-07-07/prework-v2/task_packets/171_polylogue_90y.md;docs/design/browser-capture-redesign/;docs/design/browser-capture-redesign/README.md,both=1;origin-only=1;symbolic=1,records-residual-work,context,retain-distinct; no duplicate/contradiction found in this pass,2026-07-09T12:41:16Z,2026-07-09T12:41:16Z,area:context;area:ingest;area:web;delivery:G-live-performance;lane:capture-reliability
polylogue-9e5,3,open,open,epic,Audit lane: read-only analyses producing evidence artifacts,,audit,,program/invariant-container,,unspecified/qualitative,,,,,no-explicit-paths,records-residual-work,audit,retain program container; do not execute as a leaf,2026-07-15T20:07:36Z,2026-07-15T20:07:36Z,area:audit;delivery:A-trust-floor;horizon:mid;lane:usage-cost-honesty
polylogue-9l5.18,3,open,open,task,Infer cross-origin threads without confusing similarity with lineage,,analytics;substrate,polylogue-9l5,consolidation-owner,"The former six-unit epic mixed this with entity mentions, topic clustering, world effects, verification runs, and project identity; those now belong to stronger graph and verification contracts.",receipt/provenance;mutation/falsification;schema/contract;regression-fixture,,polylogue-1vpm;polylogue-1vpm.6;polylogue-37t.18;polylogue-9l5.7;polylogue-d45p,,,no-explicit-paths,,analytics,retain-distinct; no duplicate/contradiction found in this pass,2026-07-15T19:49:55Z,2026-07-15T19:49:55Z,area:analytics;area:substrate;delivery:I-analytics-experiments;horizon:mid;lane:analytics-experiments;tech-tree
