order,wave,id,priority,type,status,parents,hard_prerequisites,title,intent,done_when
256,1,polylogue-cpf,2,epic,open,,,"Land the six doctrines: time, writers, finding-provenance, degraded-modes, non-goals, injected-context trust","The six doctrine texts were written in full in the 2026-07-03 design session (session transcript is the source — Claude-Session trailer on this commit); they cover the cheap-to-write, expensive-to-lack gaps: time semantics (three times, UTC epoch-ms canon, skew tolerance, duration honesty), writer classes (four classes, one writer-class per file, cross-tier interruption validity), finding provenance (five-part stanza, re-runs supersede, semantic version bumps flag stale findings), degraded-mode…","Six doctrine documents committed and indexed; the three cheap lints wired (timestamp DDL check, provenance stanza gate, trust deny-lexicon fixture); architecture-spine links them; bd memory updated to point at doctrines instead of restating them."
257,0,polylogue-dab.1,3,task,open,polylogue-dab,,Drop payload_json/search_text duplication from run-projection tables; hydrate from typed columns,Residual over-storage that dab does NOT cover.,Materialized run/observed-event/context-snapshot reads hydrate from typed columns with no payload_json read; payload_json column removed from all three tables' canonical DDL; snapshot/parity test proves identical ProjectedRun/ObservedEvent/ContextSnapshot output before/after for a subagent+compaction fixture; before/after index.db size delta recorded; devtools lab policy schema-versioning + verify layering green; index tier rebuilt from source evidence.
258,1,polylogue-dab,3,task,open,polylogue-a7xr,,Stop materializing run-projection cache rows; drop DDL after parity,"After readers are source-derived: remove readiness/repair debt, reroute relation reads, stop rebuild writes/prunes for the three cache tables, then bump schema to drop DDL.",
259,0,polylogue-dx1,3,task,open,,,Decision: daemon HTTP substrate — hand-rolled BaseHTTPRequestHandler vs ASGI,"The daemon serves ~45 routes from a 3,870-line hand-rolled BaseHTTPRequestHandler stack (threaded, manual route tables, manual auth, hand-rolled Prometheus exposition) inside a 29k-line daemon ring.",
260,0,polylogue-f94,3,task,open,,,Kill-or-commit the TUI (~373 lines of skeletal Textual screens),"DECIDED (operator, 2026-07-03): KILL.",
261,0,polylogue-fie,3,task,open,polylogue-1xc,,"Decision: archive scaling doctrine — keep everything, optimize the ceilings",Doctrine settled by operator (2026-07-03): NO retention/pruning — session data is important and worth the storage; keep-everything is permanent policy.,
262,3,polylogue-gjg.4,3,task,open,polylogue-gjg,"polylogue-d1y, polylogue-gjg.3, polylogue-4ts.5",compaction_forgot + compaction_reground surfaces; re-grounding packs survive the next compaction,"CLI (compactions list/read, compaction forgot --top N, compaction inject --budget) + MCP tools compaction_forgot (ranked loss items WITH stable anchors — agents need refs, not prose) and compaction_reground (bounded token-budget context pack of top lost-but-later-referenced items).",forgot returns ranked items with anchors on a real compacted session; reground writes the handoff assertion; the assertion is injected only under the flag and its content survives a subsequent compaction.
263,4,polylogue-gjg,2,epic,open,,"polylogue-d1y, polylogue-4ts.5","Compaction lifecycle: pre-compaction snapshot, loss forensics, post-compaction re-grounding","Compaction is where the OS-like context-management vision meets the harness's own memory management, and today Polylogue only observes its AFTERMATH (acompact lineage edges, v12).",PreCompact snapshots land for real compactions on the operator machine (or the JSONL-boundary fallback is implemented and labeled); the loss measure runs corpus-wide with tier=structural and renders an epidemiology table; re-grounding injects only under the flag and its arm comparison is defined as an ExperimentSpec; 37t epic description carries the handoff-triad map.
264,3,polylogue-h10,3,task,open,polylogue-9l5,"polylogue-h6r, polylogue-9l5.7",Prediction and calibration tracking: agents scored on what they said would happen,"Gwern/PredictionBook-lineage capability the archive is uniquely positioned for: sessions are full of predictions — explicit ('this should fix the test') and annotatable (::predict markers via the 37t.2 protocol) — and the archive knows OUTCOMES structurally (test passed, PR merged, command retried).",Ledger + measure registered; implicit lane produces curves from existing followup_class pairs with stated sample frames; declared lane round-trips one ::predict to a resolved row; reliability diagram renders in analyze and web.
265,0,polylogue-jnj.10,3,task,open,polylogue-jnj,,Make the completion system and DSL discoverable at point of use,"The completion system is a secret (polylogue config completions is buried; no install nudge) and DSL learnability needs a reference card, not just a tutorial: a one-screen `polylogue syntax` card generated from the grammar registries (fields, units, stages, operators, views — same source as completions, so it cannot drift), an install hint on bare invocation, and help epilogs pointing at it.",
266,0,polylogue-jnj.11,3,task,open,polylogue-jnj,,Extend the fzf pattern from select to ambiguous-result moments,"select has fzf; the ambiguous moments do not: multi-hit read REF, ambiguous session refs, multi-candidate resume.",
267,0,polylogue-jnj.12,3,task,open,polylogue-jnj,,Empty-result guidance: 0 hits explains itself,"Today 0 hits is a dead end; the facet machinery + diagnose_query_miss can say why: which predicate zeroed the set, nearest non-empty relaxation, did FTS vs structured disagree, origin coverage note.",
268,0,polylogue-jnj.13,3,task,open,polylogue-jnj,,Bare-invocation triage: status + five most recent sessions with one-key open,"No-arg polylogue on a tty currently shows status/stats — reasonable, but for a reader product the more inviting default is status PLUS the five most recent sessions with one-key open.",Bare invocation renders triage in under 200ms on the live archive; falls back to help text when no archive exists; strict-floor bare-word behavior unchanged (polylogue foo still UsageError).
269,0,polylogue-jnj.14,3,task,open,polylogue-jnj,,Bare single-token query-first dispatch: prefer subcommand-typo error over silent search,click_app.py routes positional args without a subcommand prefix to query mode (docstring line 4).,A bare single token that is a close subcommand match errors fast with a did-you-mean hint instead of running a full FTS search; multi-word bare input still searches; find and quoted single tokens still search.
270,0,polylogue-jnj.2,3,task,open,polylogue-jnj,,analyze boolean modes -> named projections; facets becomes a real verb,"analyze multiplexes count/facets/cost-outlook/postmortem/portfolio/grouped-stats/diagnostics behind mutually-exclusive booleans, and analyze --facets owns the full query-filter stack while top-level facets is narrower.",
271,0,polylogue-jnj.3,3,task,open,polylogue-jnj,,Output dialect normalization (--format/--json + --to/--out),"Mixed --output/--output-format/--format/--to/--out and plain/text/plaintext families; standardize, remove aliases not buying value.",Every read verb accepts --format with identical semantics; --json is an alias; format x destination are independent; output-contract schemas regenerated (devtools render cli-output-schemas).
272,0,polylogue-jnj.4,3,task,open,polylogue-jnj,,Direct `read session:REF` uses read-view semantics,Positional read session:...,Direct ref read and query-then-read produce byte-identical output for the same session and view; read-view profiles apply on both paths.
273,0,polylogue-jnj.6,3,task,open,polylogue-jnj,,Demo/import surface separation (import --demo -> polylogue demo),"import --demo --wait --with-overlays mixes demo seeding, convergence wait, daemon scheduling; move demo convergence under polylogue demo.",import has no --demo flag; demo seed covers the flow; docs + output schemas regenerated; no other surface (MCP/daemon) references import-demo.
274,0,polylogue-jnj.8,3,task,open,polylogue-jnj,,"Rationalize root onboarding, tutorial, and reader launcher",Root CLI/onboarding/reader-launcher coherence; tutorial currently prints five status lines on a configured install.,
275,1,polylogue-mhx.6,3,task,open,polylogue-mhx,polylogue-mhx.3,"Embedding storage/spend efficiency: quantization, matryoshka, and scoped drain","Two cost surfaces: storage (float32 1024-dim vectors; sqlite-vec supports int8 and bit quantization plus matryoshka prefix slicing) and spend surprises — live evidence 2026-07-03: an API-only inspection daemon run (--no-watch --no-source-catchup) silently drained pending embeddings and spent real Voyage dollars within minutes, because embedding_enabled=true makes ANY polylogued run a paid catch-up worker.",
276,0,polylogue-pf1,3,task,open,polylogue-a7xr,,Sync/async divergence: diff the twin backends against the '10 known divergences' list,The async backend self-documents ~10 known divergences from the sync path; nothing enforces the list stays complete.,A committed twin-diff artifact classifies every write-path method; zero unexplained divergences (each is fixed or has an explicit rationale row); a test regenerates the diff and fails on new divergence.
