lane,file,line,ctx,start,end,call,op,tables,sql,norm,params
sync,polylogue/storage/sqlite/archive_tiers/ops_write.py,276,add_convergence_debt,257,319,execute,INSERT,convergence_debt;set,"""""""
        INSERT INTO convergence_debt (
            debt_id,
            stage,
            target_type,
            target_id,
            status,
            priority,
            attempts,
            last_error,
            next_retry_at,
            materializer_version,
            created_at_ms,
            updated_at_ms
        )
        VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
        ON CONFLICT (stage, target_type, target_id) DO UPDATE SET
            debt_id = convergence_debt.debt_id,
            status = excluded.status,
            priority = excluded.priority,
            attempts = convergence_debt.attempts + excluded.attempts,
            last_error = excluded.last_error,
            next_retry_at = excluded.next_retry_at,
            materializer_version = excluded.materializer_version,
            updated_at_ms = excluded.updated_at_ms
        """"""","INSERT INTO convergence_debt ( debt_id, stage, target_type, target_id, status, priority, attempts, last_error, next_retry_at, materializer_version, created_at_ms, updated_at_ms ) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) ON CONFLICT (stage, target_type, target_id) DO UPDATE SET debt_id = convergence_debt.debt_id, status = excluded.status, priority = excluded.priority, attempts = convergence_debt.attempts + excluded.attempts, last_error = excluded.last_error, next_retry_at = excluded.next_retry_at, materializer_version = excluded.materializer_version, updated_at_ms = excluded.updated_at_ms","(
            debt_id,
            stage,
            target_type,
            target_id,
            status,
            priority,
            attempts,
            last_error,
            next_retry_at,
            materializer_version,
            created_at_ms,
            updated_at_ms if updated_at_ms is not None else created_at_ms,
        )"
sync,polylogue/storage/sqlite/archive_tiers/ops_write.py,340,record_cursor_lag_sample,322,376,execute,INSERT,cursor_lag_samples;set,"""""""
        INSERT INTO cursor_lag_samples (
            sample_id,
            family,
            source_path,
            lag_ms,
            stuck_file_count,
            p50_lag_ms,
            p95_lag_ms,
            severity,
            sampled_at_ms
        ) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?)
        ON CONFLICT(sample_id) DO UPDATE SET
            family = excluded.family,
            source_path = excluded.source_path,
            lag_ms = excluded.lag_ms,
            stuck_file_count = excluded.stuck_file_count,
            p50_lag_ms = excluded.p50_lag_ms,
            p95_lag_ms = excluded.p95_lag_ms,
            severity = excluded.severity,
            sampled_at_ms = excluded.sampled_at_ms
        """"""","INSERT INTO cursor_lag_samples ( sample_id, family, source_path, lag_ms, stuck_file_count, p50_lag_ms, p95_lag_ms, severity, sampled_at_ms ) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?) ON CONFLICT(sample_id) DO UPDATE SET family = excluded.family, source_path = excluded.source_path, lag_ms = excluded.lag_ms, stuck_file_count = excluded.stuck_file_count, p50_lag_ms = excluded.p50_lag_ms, p95_lag_ms = excluded.p95_lag_ms, severity = excluded.severity, sampled_at_ms = excluded.sampled_at_ms","(
            sample_id,
            family,
            source_path,
            lag_ms,
            stuck_file_count,
            resolved_p50_lag_ms,
            resolved_p95_lag_ms,
            severity,
            sampled_at_ms,
        )"
sync,polylogue/storage/sqlite/archive_tiers/ops_write.py,432,record_daemon_stage_event,419,447,execute,INSERT,daemon_stage_events;set,"""""""
        INSERT INTO daemon_stage_events (
            event_id, attempt_id, stage, status, observed_at_ms, payload_json
        ) VALUES (?, ?, ?, ?, ?, ?)
        ON CONFLICT(event_id) DO UPDATE SET
            attempt_id = excluded.attempt_id,
            stage = excluded.stage,
            status = excluded.status,
            observed_at_ms = excluded.observed_at_ms,
            payload_json = excluded.payload_json
        """"""","INSERT INTO daemon_stage_events ( event_id, attempt_id, stage, status, observed_at_ms, payload_json ) VALUES (?, ?, ?, ?, ?, ?) ON CONFLICT(event_id) DO UPDATE SET attempt_id = excluded.attempt_id, stage = excluded.stage, status = excluded.status, observed_at_ms = excluded.observed_at_ms, payload_json = excluded.payload_json","(event_id, attempt_id, stage, status, observed_at_ms, _json_dumps(payload or {}))"
sync,polylogue/storage/sqlite/archive_tiers/ops_write.py,510,upsert_embedding_catchup_run,490,556,execute,INSERT,embedding_catchup_runs;set,"""""""
        INSERT INTO embedding_catchup_runs (
            run_id,
            started_at_ms,
            finished_at_ms,
            status,
            origin,
            scanned_sessions,
            embedded_sessions,
            skipped_sessions,
            error_count,
            embedded_messages,
            estimated_cost_usd,
            error_message
        )
        VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
        ON CONFLICT (run_id) DO UPDATE SET
            started_at_ms = excluded.started_at_ms,
            finished_at_ms = excluded.finished_at_ms,
            status = excluded.status,
            origin = excluded.origin,
            scanned_sessions = excluded.scanned_sessions,
            embedded_sessions = excluded.embedded_sessions,
            skipped_sessions = excluded.skipped_sessions,
            error_count = excluded.error_count,
            embedded_messages = excluded.embedded_messages,
            estimated_cost_usd = excluded.estimated_cost_usd,
            error_message = excluded.error_message
        """"""","INSERT INTO embedding_catchup_runs ( run_id, started_at_ms, finished_at_ms, status, origin, scanned_sessions, embedded_sessions, skipped_sessions, error_count, embedded_messages, estimated_cost_usd, error_message ) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) ON CONFLICT (run_id) DO UPDATE SET started_at_ms = excluded.started_at_ms, finished_at_ms = excluded.finished_at_ms, status = excluded.status, origin = excluded.origin, scanned_sessions = excluded.scanned_sessions, embedded_sessions = excluded.embedded_sessions, skipped_sessions = excluded.skipped_sessions, error_count = excluded.error_count, embedded_messages = excluded.embedded_messages, estimated_cost_usd = excluded.estimated_cost_usd, error_message = excluded.error_message","(
            run_id,
            started_at_ms,
            finished_at_ms,
            status,
            _origin_value(origin),
            scanned_sessions,
            embedded_sessions,
            skipped_sessions,
            error_count,
            embedded_messages,
            estimated_cost_usd,
            error_message,
        )"
sync,polylogue/storage/sqlite/archive_tiers/ops_write.py,639,upsert_otlp_span,624,677,execute,INSERT,otlp_spans;set,"""""""
        INSERT INTO otlp_spans (
            trace_id,
            span_id,
            parent_span_id,
            origin,
            name,
            kind,
            started_at_ms,
            ended_at_ms,
            attributes_json,
            events_json
        )
        VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
        ON CONFLICT (trace_id, span_id) DO UPDATE SET
            parent_span_id = excluded.parent_span_id,
            origin = excluded.origin,
            name = excluded.name,
            kind = excluded.kind,
            started_at_ms = excluded.started_at_ms,
            ended_at_ms = excluded.ended_at_ms,
            attributes_json = excluded.attributes_json,
            events_json = excluded.events_json
        """"""","INSERT INTO otlp_spans ( trace_id, span_id, parent_span_id, origin, name, kind, started_at_ms, ended_at_ms, attributes_json, events_json ) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) ON CONFLICT (trace_id, span_id) DO UPDATE SET parent_span_id = excluded.parent_span_id, origin = excluded.origin, name = excluded.name, kind = excluded.kind, started_at_ms = excluded.started_at_ms, ended_at_ms = excluded.ended_at_ms, attributes_json = excluded.attributes_json, events_json = excluded.events_json","(
            trace_id,
            span_id,
            parent_span_id,
            _origin_value(origin),
            name,
            kind,
            started_at_ms,
            ended_at_ms,
            attributes_json,
            events_json,
        )"
sync,polylogue/storage/sqlite/archive_tiers/ops_write.py,381,read_cursor_lag_sample,379,391,execute,SELECT,cursor_lag_samples,"""""""
        SELECT sample_id, family, source_path, lag_ms, stuck_file_count, p50_lag_ms, p95_lag_ms, severity, sampled_at_ms
        FROM cursor_lag_samples
        WHERE sample_id = ?
        """"""","SELECT sample_id, family, source_path, lag_ms, stuck_file_count, p50_lag_ms, p95_lag_ms, severity, sampled_at_ms FROM cursor_lag_samples WHERE sample_id = ?","(sample_id,)"
sync,polylogue/storage/sqlite/archive_tiers/ops_write.py,452,read_daemon_stage_event,450,462,execute,SELECT,daemon_stage_events,"""""""
        SELECT event_id, attempt_id, stage, status, observed_at_ms, payload_json
        FROM daemon_stage_events
        WHERE event_id = ?
        """"""","SELECT event_id, attempt_id, stage, status, observed_at_ms, payload_json FROM daemon_stage_events WHERE event_id = ?","(event_id,)"
sync,polylogue/storage/sqlite/archive_tiers/ops_write.py,585,read_embedding_catchup_run,582,598,execute,DYNAMIC/OTHER,embedding_catchup_runs,"""""""
        SELECT
            run_id, started_at_ms, finished_at_ms, status, origin,
            scanned_sessions, {embedded_sessions}, {skipped_sessions}, {error_count},
            embedded_messages, estimated_cost_usd, error_message
        FROM embedding_catchup_runs
        WHERE run_id = ?
        """""".format(**outcome_columns)",""""""" SELECT run_id, started_at_ms, finished_at_ms, status, origin, scanned_sessions, {embedded_sessions}, {skipped_sessions}, {error_count}, embedded_messages, estimated_cost_usd, error_message FROM embedding_catchup_runs WHERE run_id = ? """""".format(**outcome_columns)","(run_id,)"
sync,polylogue/storage/sqlite/archive_tiers/ops_write.py,602,_ensure_embedding_catchup_run_outcome_columns,601,610,execute,PRAGMA,,"""PRAGMA table_info(embedding_catchup_runs)""",PRAGMA table_info(embedding_catchup_runs),
sync,polylogue/storage/sqlite/archive_tiers/ops_write.py,610,_ensure_embedding_catchup_run_outcome_columns,601,610,execute,DYNAMIC/OTHER,embedding_catchup_runs,"f""ALTER TABLE embedding_catchup_runs ADD COLUMN {name} {definition}""","f""ALTER TABLE embedding_catchup_runs ADD COLUMN {name} {definition}""",
sync,polylogue/storage/sqlite/archive_tiers/ops_write.py,614,_embedding_catchup_run_outcome_columns,613,621,execute,PRAGMA,,"""PRAGMA table_info(embedding_catchup_runs)""",PRAGMA table_info(embedding_catchup_runs),
sync,polylogue/storage/sqlite/archive_tiers/ops_write.py,703,read_otlp_span,701,715,execute,SELECT,otlp_spans,"""""""
        SELECT
            trace_id, span_id, parent_span_id, origin, name, kind,
            started_at_ms, ended_at_ms, attributes_json, events_json
        FROM otlp_spans
        WHERE trace_id = ? AND span_id = ?
        """"""","SELECT trace_id, span_id, parent_span_id, origin, name, kind, started_at_ms, ended_at_ms, attributes_json, events_json FROM otlp_spans WHERE trace_id = ? AND span_id = ?","(trace_id, span_id)"
sync,polylogue/storage/sqlite/archive_tiers/ops_write.py,722,read_compact_state,718,764,execute,SELECT,ingest_attempts,"""SELECT status, COUNT(*) AS count FROM ingest_attempts GROUP BY status""","SELECT status, COUNT(*) AS count FROM ingest_attempts GROUP BY status",
sync,polylogue/storage/sqlite/archive_tiers/ops_write.py,732,read_compact_state,718,764,execute,SELECT,ingest_attempts,"""""""
        SELECT attempt_id, status
        FROM ingest_attempts
        ORDER BY COALESCE(heartbeat_at_ms, started_at_ms) DESC, started_at_ms DESC
        LIMIT 1
        """"""","SELECT attempt_id, status FROM ingest_attempts ORDER BY COALESCE(heartbeat_at_ms, started_at_ms) DESC, started_at_ms DESC LIMIT 1",
sync,polylogue/storage/sqlite/archive_tiers/ops_write.py,743,read_compact_state,718,764,execute,SELECT,ingest_cursor,"""SELECT source_path FROM ingest_cursor ORDER BY updated_at_ms DESC LIMIT 1""",SELECT source_path FROM ingest_cursor ORDER BY updated_at_ms DESC LIMIT 1,
sync,polylogue/storage/sqlite/archive_tiers/ops_write.py,746,read_compact_state,718,764,execute,SELECT,convergence_debt,"""SELECT stage, priority FROM convergence_debt ORDER BY updated_at_ms DESC LIMIT 1""","SELECT stage, priority FROM convergence_debt ORDER BY updated_at_ms DESC LIMIT 1",
sync,polylogue/storage/sqlite/archive_tiers/ops_write.py,774,_table_has_column,773,774,execute,DYNAMIC/OTHER,,"f""PRAGMA table_info({table})""","f""PRAGMA table_info({table})""",
sync,polylogue/storage/sqlite/archive_tiers/ops_write.py,720,read_compact_state,718,764,execute,SELECT,ingest_cursor,"""SELECT COUNT(*) FROM ingest_cursor""",SELECT COUNT(*) FROM ingest_cursor,
sync,polylogue/storage/sqlite/archive_tiers/ops_write.py,730,read_compact_state,718,764,execute,SELECT,convergence_debt,"""SELECT COUNT(*) FROM convergence_debt""",SELECT COUNT(*) FROM convergence_debt,
sync,polylogue/storage/sqlite/archive_tiers/ops_write.py,416,list_cursor_lag_samples,394,416,execute,DYNAMIC/OTHER,,query,query,tuple(params)
sync,polylogue/storage/sqlite/archive_tiers/ops_write.py,487,list_daemon_stage_events,465,487,execute,DYNAMIC/OTHER,,query,query,tuple(params)
sync,polylogue/storage/sqlite/archive_tiers/ops_write.py,579,list_embedding_catchup_runs,559,579,execute,DYNAMIC/OTHER,,query,query,params
sync,polylogue/storage/sqlite/archive_tiers/ops_write.py,698,list_otlp_spans,680,698,execute,DYNAMIC/OTHER,,query,query,params
sync,polylogue/storage/sqlite/archive_tiers/pricing_seed.py,72,seed_price_catalog,56,103,execute,INSERT,price_catalogs,"""""""
        INSERT INTO price_catalogs (
            catalog_id, catalog_hash, source_name, effective_at_ms, loaded_at_ms
        ) VALUES (?, ?, ?, ?, ?)
        ON CONFLICT(catalog_id) DO NOTHING
        """"""","INSERT INTO price_catalogs ( catalog_id, catalog_hash, source_name, effective_at_ms, loaded_at_ms ) VALUES (?, ?, ?, ?, ?) ON CONFLICT(catalog_id) DO NOTHING","(catalog_id, catalog_hash, CATALOG_PROVENANCE, effective_at, loaded_at)"
sync,polylogue/storage/sqlite/archive_tiers/pricing_seed.py,83,seed_price_catalog,56,103,execute,INSERT,model_prices,"""""""
            INSERT INTO model_prices (
                catalog_id, model_name, price_unit,
                input_cost_per_million, output_cost_per_million,
                cache_read_cost_per_million, cache_write_cost_per_million,
                effective_from_ms
            ) VALUES (?, ?, 'tokens', ?, ?, ?, ?, 0)
            ON CONFLICT(catalog_id, model_name, price_unit, effective_from_ms) DO NOTHING
            """"""","INSERT INTO model_prices ( catalog_id, model_name, price_unit, input_cost_per_million, output_cost_per_million, cache_read_cost_per_million, cache_write_cost_per_million, effective_from_ms ) VALUES (?, ?, 'tokens', ?, ?, ?, ?, 0) ON CONFLICT(catalog_id, model_name, price_unit, effective_from_ms) DO NOTHING","(
                catalog_id,
                model_name,
                pricing.input_usd_per_1m,
                pricing.output_usd_per_1m,
                pricing.cache_read_usd_per_1m,
                pricing.cache_write_usd_per_1m,
            )"
